time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520792176491670738,	0.0702634,	2.32242,	-0.234857,	0.325406,	-0.388967,	-3.13336,	0.00256129,	0.055001,	-0.0640412,	0.996427,	0.0518504,	2.3467,	-0.0369458,	0.0331356,	-0.00355251,	0.00809431,	0.0363354,	0.68203,	0.728543,	-0.0523458,	0.124975,	2.30716,	-0.323989,	0.00398599,	0.0468684,	0.0115187,	-0.00751412,	0.0478306,	-0.0718368,	0.996241
1520792176549810337,	0.0699721,	2.32203,	-0.233915,	0.312443,	-0.425282,	-3.39602,	0.00245848,	0.0609155,	-0.0640536,	0.996083,	0.0539057,	2.34789,	-0.0366087,	0.0354358,	0.020606,	0.00581225,	0.0402672,	0.683288,	0.72687,	-0.0561757,	0.125222,	2.3063,	-0.323369,	0.00425583,	-0.0147362,	0.0106987,	-0.00481338,	0.0550298,	-0.0716068,	0.995902
1520792176607240974,	0.0693471,	2.32306,	-0.23297,	0.270902,	-0.435601,	-3.44493,	0.00337702,	0.0698267,	-0.0637004,	0.995518,	0.0571919,	2.34919,	-0.0361153,	0.0576533,	0.0227363,	0.00865505,	0.0467073,	0.684611,	0.724698,	-0.0627638,	0.124697,	2.30637,	-0.322093,	-0.00920966,	0.00119393,	0.0223769,	-0.0064512,	0.062262,	-0.0716696,	0.995462
1520792176664528846,	0.0694163,	2.32584,	-0.232507,	0.214463,	-0.40959,	-3.44546,	-0.00538291,	0.0728865,	-0.0618736,	0.995405,	0.0583326,	2.34893,	-0.0356209,	0.0200119,	-0.00457907,	0.00867372,	0.0483356,	0.683885,	0.725005,	-0.0658237,	0.124312,	2.30777,	-0.321708,	-0.00676583,	0.0244761,	0.00675749,	-0.0056378,	0.0685192,	-0.0713535,	0.995079
1520792176719813915,	0.0688769,	2.31564,	-0.23063,	0.191714,	-0.605238,	-3.54562,	0.0198704,	0.0767739,	-0.0642523,	0.994778,	0.0596047,	2.34744,	-0.0349391,	0.0231284,	-0.0270902,	0.012397,	0.0509945,	0.682457,	0.725882,	-0.0689044,	0.124392,	2.30952,	-0.321241,	0.00146827,	0.0318459,	0.00848264,	-0.011223,	0.0716052,	-0.069498,	0.994946
1520792176776952447,	0.06886,	2.32421,	-0.230282,	0.162374,	-0.407554,	-3.42707,	0.0028325,	0.0822796,	-0.0606974,	0.994755,	0.0612718,	2.34663,	-0.0346298,	0.029248,	-0.0141855,	0.0054267,	0.0536224,	0.682368,	0.725402,	-0.0727372,	0.123935,	2.30465,	-0.319613,	-0.00802752,	-0.0854852,	0.0285622,	0.00311218,	0.075603,	-0.0696832,	0.994695
1520792176833774668,	0.0690834,	2.32537,	-0.229938,	0.139493,	-0.379614,	-3.48765,	0.00174808,	0.0867019,	-0.0462893,	0.995157,	0.0636612,	2.34602,	-0.0342466,	0.0426672,	-0.010886,	0.00684287,	0.0573015,	0.682532,	0.7246,	-0.0763034,	0.123896,	2.30957,	-0.319154,	-0.00068741,	0.0878866,	0.00819506,	-0.00684576,	0.0810901,	-0.0679067,	0.994367
1520792176891974265,	0.0689705,	2.32102,	-0.228958,	0.0915402,	-0.430988,	-3.35709,	0.0113854,	0.0900907,	-0.0567279,	0.994251,	0.0663834,	2.34661,	-0.0343971,	0.0469356,	0.0101671,	-0.00259578,	0.0604707,	0.684501,	0.722014,	-0.0806129,	0.124193,	2.31129,	-0.318885,	0.00511563,	0.0297544,	0.00463855,	-0.00910136,	0.0862148,	-0.0522993,	0.994861
1520792176958183197,	0.0699327,	2.3232,	-0.228334,	0.0537763,	-0.354662,	-2.93844,	0.00387861,	0.0978142,	-0.0607802,	0.993339,	0.0725424,	2.3484,	-0.0354289,	0.0933185,	0.0271733,	-0.0156334,	0.0676204,	0.686497,	0.718486,	-0.0890276,	0.123975,	2.30713,	-0.317629,	-0.00330637,	-0.0631414,	0.0190419,	0.000232426,	0.089836,	-0.0668551,	0.99371
1520792177013356857,	0.0709827,	2.32341,	-0.227863,	-0.0283598,	-0.454339,	-3.49881,	0.00222335,	0.104723,	-0.0602463,	0.992672,	0.0756894,	2.34986,	-0.0360423,	0.0572167,	0.0265622,	-0.0111514,	0.0709991,	0.686791,	0.717322,	-0.0934126,	0.124987,	2.30919,	-0.31725,	0.0184014,	0.0375211,	0.00688311,	-0.00632246,	0.0966645,	-0.0674738,	0.993007
