time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520793344673048614,	-0.848552,	2.25484,	-0.0464851,	2.99738,	-8.87824,	-27.7975,	-0.0268586,	-0.00902979,	0.0154311,	0.999479,	-0.869534,	2.31699,	0.148098,	0,	0,	0,	-0.0569683,	0.698827,	0.711368,	-0.0484854,	-0.76853,	2.18963,	-0.128428,	0,	0,	0,	-0.0270867,	-0.00870848,	-0.0134863,	0.999504
1520793344681339509,	-0.848552,	2.25484,	-0.0464851,	2.62271,	-7.76846,	-24.3229,	-0.0268586,	-0.00902979,	0.0154311,	0.999479,	-0.869534,	2.31699,	0.148098,	0,	0,	0,	-0.0569683,	0.698827,	0.711368,	-0.0484854,	-0.76853,	2.18963,	-0.128428,	0,	0,	0,	-0.0270867,	-0.00870848,	-0.0134863,	0.999504
1520793344692198408,	-0.848552,	2.25484,	-0.0464851,	2.09817,	-6.21477,	-19.4583,	-0.0268586,	-0.00902979,	0.0154311,	0.999479,	-0.869534,	2.31699,	0.148098,	0,	0,	0,	-0.0569683,	0.698827,	0.711368,	-0.0484854,	-0.76853,	2.18963,	-0.128428,	0,	0,	0,	-0.0270867,	-0.00870848,	-0.0134863,	0.999504
1520793344702414545,	-0.849896,	2.25324,	-0.0450681,	1.9638,	-6.3749,	-19.3166,	-0.0243721,	-0.0118523,	0.0144219,	0.999529,	-0.871957,	2.31616,	0.1494,	-0.242369,	-0.082732,	0.130212,	-0.0585301,	0.699012,	0.71129,	-0.0449727,	-0.769321,	2.18925,	-0.127003,	-0.0791155,	-0.0380624,	0.142521,	-0.0272021,	-0.0106213,	-0.0146349,	0.999466
1520793344713145110,	-0.849926,	2.2532,	-0.0448875,	2.2031,	-6.29577,	-19.4287,	-0.0239592,	-0.0123287,	0.0141913,	0.999536,	-0.871957,	2.31616,	0.1494,	0,	0,	0,	-0.0585301,	0.699012,	0.71129,	-0.0449727,	-0.769708,	2.18839,	-0.126771,	-0.0387223,	-0.0860095,	0.0231473,	-0.0252238,	-0.0118123,	-0.0153122,	0.999495
1520793344723814172,	-0.849926,	2.2532,	-0.0448875,	2.2031,	-6.29577,	-19.4287,	-0.0239592,	-0.0123287,	0.0141913,	0.999536,	-0.871957,	2.31616,	0.1494,	0,	0,	0,	-0.0585301,	0.699012,	0.71129,	-0.0449727,	-0.769708,	2.18839,	-0.126771,	0,	0,	0,	-0.0252238,	-0.0118123,	-0.0153122,	0.999495
1520793344734855102,	-0.849926,	2.2532,	-0.0448875,	2.00281,	-5.72343,	-17.6625,	-0.0239592,	-0.0123287,	0.0141913,	0.999536,	-0.871957,	2.31616,	0.1494,	0,	0,	0,	-0.0585301,	0.699012,	0.71129,	-0.0449727,	-0.769708,	2.18839,	-0.126771,	0,	0,	0,	-0.0252238,	-0.0118123,	-0.0153122,	0.999495
1520793344748226899,	-0.849926,	2.2532,	-0.0448875,	1.69469,	-4.8429,	-14.9452,	-0.0239592,	-0.0123287,	0.0141913,	0.999536,	-0.871957,	2.31616,	0.1494,	0,	0,	0,	-0.0585301,	0.699012,	0.71129,	-0.0449727,	-0.769708,	2.18839,	-0.126771,	0,	0,	0,	-0.0252238,	-0.0118123,	-0.0153122,	0.999495
1520793344759267563,	-0.851285,	2.25358,	-0.0436038,	1.87928,	-5.68919,	-17.5458,	-0.0256543,	-0.0149492,	0.0128751,	0.999476,	-0.87512,	2.31451,	0.150854,	-0.287522,	-0.150479,	0.132172,	-0.0603283,	0.698933,	0.71134,	-0.0429972,	-0.770714,	2.18781,	-0.125248,	-0.0914415,	-0.0522376,	0.138499,	-0.0253711,	-0.0146727,	-0.0162725,	0.999438
1520793344766748420,	-0.851285,	2.25358,	-0.0436038,	3.40497,	-8.70369,	-27.7796,	-0.0256543,	-0.0149492,	0.0128751,	0.999476,	-0.87512,	2.31451,	0.150854,	0,	0,	0,	-0.0603283,	0.698933,	0.71134,	-0.0429972,	-0.770817,	2.18811,	-0.125245,	-0.0147161,	0.0418246,	0.000303644,	-0.0259087,	-0.0147952,	-0.0163097,	0.999422
